# Psi_N                  T                      rho                    pres                   zj                     R                      Er                     B_theta                currdens               B_tor                  V_ExB                  dprof                  zkprof                 eta_T                  r_minor                
# time step #000000
  5.510963795061298E-01  2.344456620048852E-02  7.379199756037609E-01  1.730021371960339E-02  1.234672890160680E+00  1.615855470728929E+00  0.000000000000000E+00  2.922183018844667E-01  7.713010099112423E-01  2.665448555478141E+00  0.000000000000000E+00  4.571877253735140E-06  2.594720011522661E-06  2.642238033007295E-07  3.719804086466069E-01
  5.544342488582875E-01  2.334679386897201E-02  7.377007601314135E-01  1.722294758450104E-02  1.218457134151763E+00  1.615213884344799E+00  0.000000000000000E+00  2.920845367671434E-01  7.616608678109575E-01  2.666860183293122E+00  0.000000000000000E+00  4.589882721958830E-06  2.692761013397048E-06  2.658853250927865E-07  3.735011215875881E-01
  5.577651574625118E-01  2.325228997538276E-02  7.374920810752853E-01  1.714837972458691E-02  1.202355170701037E+00  1.614567716538726E+00  0.000000000000000E+00  2.919330894653442E-01  7.520766599767281E-01  2.668279981309809E+00  0.000000000000000E+00  4.607264513358539E-06  2.792255253405223E-06  2.675079209464854E-07  3.750191625186565E-01
  5.611047603506468E-01  2.316053536428322E-02  7.372929231434140E-01  1.707609882079091E-02  1.186271515781594E+00  1.613922291364642E+00  0.000000000000000E+00  2.917726901058076E-01  7.424995805598623E-01  2.669702554985028E+00  0.000000000000000E+00  4.622865040423495E-06  2.898285982182713E-06  2.690991651356767E-07  3.765429234313872E-01
  5.644395946922048E-01  2.307182819553288E-02  7.371040622182476E-01  1.700633828653459E-02  1.170293559812417E+00  1.613271795275157E+00  0.000000000000000E+00  2.916026628319774E-01  7.329729315890128E-01  2.671133560115854E+00  0.000000000000000E+00  4.638086258736627E-06  2.991307233035480E-06  2.706526152235024E-07  3.780665772507464E-01
  5.677830007573926E-01  2.298574322330539E-02  7.369247236895882E-01  1.693876247418220E-02  1.154345303056221E+00  1.612619074007547E+00  0.000000000000000E+00  2.914245146677646E-01  7.234566863385060E-01  2.672572039630762E+00  0.000000000000000E+00  4.651900098129294E-06  2.996534091184057E-06  2.721744884319763E-07  3.795953010742144E-01
  5.711099959298830E-01  2.290284060562201E-02  7.367561832344395E-01  1.687380943002233E-02  1.138552223452745E+00  1.611965294684601E+00  0.000000000000000E+00  2.912389440705501E-01  7.140237418995712E-01  2.674013204089010E+00  0.000000000000000E+00  4.665135535055888E-06  3.000000000000000E-06  2.736536312741915E-07  3.811173960320123E-01
  5.744382497801410E-01  2.282259000307433E-02  7.365974573909929E-01  1.681106176800253E-02  1.122838286666777E+00  1.611305898830785E+00  0.000000000000000E+00  2.910410350914607E-01  7.046248465128404E-01  2.675464072284708E+00  0.000000000000000E+00  4.677355773776084E-06  3.000000000000000E-06  2.750982633446156E-07  3.826420788898861E-01
  5.777756282587893E-01  2.274474041694135E-02  7.364482077725703E-01  1.675032331665745E-02  1.107146613496844E+00  1.610646897201326E+00  0.000000000000000E+00  2.908248419699249E-01  6.952352901740788E-01  2.676918180189672E+00  0.000000000000000E+00  4.688884466884516E-06  3.000000000000000E-06  2.765118604985429E-07  3.841732382066965E-01
  5.811101286539844E-01  2.266949944835494E-02  7.363089751727172E-01  1.669175590688777E-02  1.091549571446207E+00  1.609984162282451E+00  0.000000000000000E+00  2.906007193195561E-01  6.858922226028631E-01  2.678380273550491E+00  0.000000000000000E+00  4.699766053174169E-06  3.000000000000000E-06  2.778896329169550E-07  3.857041570045651E-01
  5.844430412380419E-01  2.259675405995008E-02  7.361796622970591E-01  1.663527077324840E-02  1.076043894141622E+00  1.609317584737400E+00  0.000000000000000E+00  2.903689420499716E-01  6.765931822343045E-01  2.679850205840313E+00  0.000000000000000E+00  4.709803680415083E-06  3.000000000000000E-06  2.792326211552708E-07  3.872363448928977E-01
  5.877787527628662E-01  2.252633263657337E-02  7.360600893900824E-01  1.658073441447257E-02  1.060605413239186E+00  1.608649931484399E+00  0.000000000000000E+00  2.901292439794007E-01  6.673264604467768E-01  2.681324691537144E+00  0.000000000000000E+00  4.719543958067570E-06  3.000000000000000E-06  2.805430421148833E-07  3.887724201040627E-01
  5.911139575023632E-01  2.245823167445685E-02  7.359503788402878E-01  1.652814410918770E-02  1.045254446258393E+00  1.607979687345797E+00  0.000000000000000E+00  2.898815775173004E-01  6.581033568187162E-01  2.682805436380943E+00  0.000000000000000E+00  4.728296669364487E-06  3.000000000000000E-06  2.818200611853110E-07  3.903100060343132E-01
  5.944485126875665E-01  2.239237773798502E-02  7.358505236867017E-01  1.647744288534476E-02  1.029992201383856E+00  1.607306151041751E+00  0.000000000000000E+00  2.896130123121270E-01  6.489239718845873E-01  2.684293473638526E+00  0.000000000000000E+00  4.736850549435154E-06  3.000000000000000E-06  2.830641853396661E-07  3.918490070565710E-01
  5.977829306609320E-01  2.232868040604998E-02  7.357604833546824E-01  1.642856068846901E-02  1.014812885516677E+00  1.606629207274820E+00  0.000000000000000E+00  2.893345756330856E-01  6.397845655746646E-01  2.685789162586341E+00  0.000000000000000E+00  4.744586399133363E-06  3.000000000000000E-06  2.842763003713906E-07  3.933898545577303E-01
  6.011170721120253E-01  2.226706147901156E-02  7.356802540674483E-01  1.638143744643168E-02  9.997198898855895E-01  1.605949066776030E+00  0.000000000000000E+00  2.890493253299006E-01  6.306873754154918E-01  2.687292161931810E+00  0.000000000000000E+00  4.752042339271893E-06  3.000000000000000E-06  2.854571193937338E-07  3.949329682818974E-01
  6.044517124200843E-01  2.220742776253404E-02  7.356098224963633E-01  1.633600199469664E-02  9.847125065426642E-01  1.605266731799403E+00  0.000000000000000E+00  2.887568961601648E-01  6.216322050159989E-01  2.688801091893744E+00  0.000000000000000E+00  4.758945044709575E-06  3.000000000000000E-06  2.866077000790107E-07  3.964789950572237E-01
  6.077865594634907E-01  2.214970725922466E-02  7.355492120666973E-01  1.629219972220981E-02  9.697958106147649E-01  1.604581352940284E+00  0.000000000000000E+00  2.884568322637548E-01  6.126222430035013E-01  2.690317088251590E+00  0.000000000000000E+00  4.765470023002986E-06  3.000000000000000E-06  2.877287474136884E-07  3.980273066658443E-01
  6.111213699730255E-01  2.209382704424066E-02  7.354984463535266E-01  1.624997546518431E-02  9.549724124440767E-01  1.603892659033664E+00  0.000000000000000E+00  2.881351758643804E-01  6.036588408322031E-01  2.691840595521158E+00  0.000000000000000E+00  4.771667212533205E-06  3.000000000000000E-06  2.888210325708911E-07  3.995778921276913E-01
  6.144561968544978E-01  2.203970561098583E-02  7.354575249856130E-01  1.620926734019762E-02  9.402394374626620E-01  1.603201022485091E+00  0.000000000000000E+00  2.878034206819357E-01  5.947403796148442E-01  2.693371129342023E+00  0.000000000000000E+00  4.777389567762738E-06  3.000000000000000E-06  2.898855431902947E-07  4.011309509041567E-01
  6.177908372708800E-01  2.198726454186566E-02  7.354264554538930E-01  1.617001602725688E-02  9.256015554269360E-01  1.602505804772788E+00  0.000000000000000E+00  2.874656766731277E-01  5.858694492835811E-01  2.694909699100435E+00  0.000000000000000E+00  4.782941744056014E-06  3.000000000000000E-06  2.909232553911634E-07  4.026863704498510E-01
  6.211260977670249E-01  2.193641095232667E-02  7.354052488694997E-01  1.613215175577996E-02  9.110584438210001E-01  1.601807378529717E+00  0.000000000000000E+00  2.871211626420458E-01  5.770460793052945E-01  2.696455740146668E+00  0.000000000000000E+00  4.788005197465262E-06  3.000000000000000E-06  2.919354808735808E-07  4.042446554622974E-01
  6.244605330374149E-01  2.188708719536778E-02  7.353939418006984E-01  1.609563132720874E-02  8.966206252224367E-01  1.601105496359876E+00  0.000000000000000E+00  2.867684464883051E-01  5.682764038118828E-01  2.698009318408125E+00  0.000000000000000E+00  4.792961719600510E-06  3.000000000000000E-06  2.929228756685864E-07  4.058050966837606E-01
  6.277946037743857E-01  2.183920605681568E-02  7.353925512992413E-01  1.606038946052021E-02  8.822858081899381E-01  1.600400064836389E+00  0.000000000000000E+00  2.863899267969969E-01  5.595592405236863E-01  2.699570884897925E+00  0.000000000000000E+00  4.797462715095421E-06  3.000000000000000E-06  2.938867270135055E-07  4.073681030293559E-01
  6.311300401372496E-01  2.179266163221899E-02  7.354010927911090E-01  1.602634717921064E-02  8.680463027561582E-01  1.599690915783776E+00  0.000000000000000E+00  2.860063693535401E-01  5.508898448520785E-01  2.701140923930591E+00  0.000000000000000E+00  4.801805465165843E-06  3.000000000000000E-06  2.948287475328304E-07  4.089345251968945E-01
  6.344648146067857E-01  2.174740135012148E-02  7.354195917714492E-01  1.599346502303307E-02  8.539134985472178E-01  1.598978372806470E+00  0.000000000000000E+00  2.856171725779074E-01  5.422753680115729E-01  2.702718632790697E+00  0.000000000000000E+00  4.805834984316533E-06  3.000000000000000E-06  2.957496142962978E-07  4.105034482581113E-01
  6.377994316673888E-01  2.170333733394366E-02  7.354480877923211E-01  1.596167794098583E-02  8.398887007875515E-01  1.598261835480704E+00  0.000000000000000E+00  2.852211828619186E-01  5.337162795936939E-01  2.704304946873228E+00  0.000000000000000E+00  4.809645382411895E-06  3.000000000000000E-06  2.966507564432755E-07  4.120750123870389E-01
  6.411335944701585E-01  2.166039296950647E-02  7.354866285782879E-01  1.593092939882678E-02  8.259754265653576E-01  1.597542676979276E+00  0.000000000000000E+00  2.848069300375903E-01  5.252150625722004E-01  2.705897732626307E+00  0.000000000000000E+00  4.813268505990905E-06  3.000000000000000E-06  2.975334129014536E-07  4.136497916357760E-01
  6.444685597193549E-01  2.161847061645619E-02  7.355352705828867E-01  1.590114763445077E-02  8.121699595851213E-01  1.596819591754067E+00  0.000000000000000E+00  2.843781456791415E-01  5.167693327570494E-01  2.707499330042221E+00  0.000000000000000E+00  4.816608617193973E-06  3.000000000000000E-06  2.983992937065318E-07  4.152279932022566E-01
  6.478042099947793E-01  2.157749046747820E-02  7.355940431551882E-01  1.587227345410601E-02  7.984765674732102E-01  1.596091701943268E+00  0.000000000000000E+00  2.839443460627206E-01  5.083814899836877E-01  2.709111056682814E+00  0.000000000000000E+00  4.819849757378260E-06  3.000000000000000E-06  2.992497808152184E-07  4.168097435380840E-01
  6.511387542284016E-01  2.153739280906106E-02  7.356629497038367E-01  1.584426192283825E-02  7.849061490934078E-01  1.595359982606205E+00  0.000000000000000E+00  2.835040655021000E-01  5.000585651581623E-01  2.710731037012061E+00  0.000000000000000E+00  4.822838722520325E-06  3.000000000000000E-06  3.000858707820256E-07  4.183938905217565E-01
  6.544730396616191E-01  2.149808547583099E-02  7.357420536012181E-01  1.581704555643447E-02  7.714589677959502E-01  1.594624278826591E+00  0.000000000000000E+00  2.830513774082838E-01  4.918009847904962E-01  2.712359488950965E+00  0.000000000000000E+00  4.825773162125911E-06  3.000000000000000E-06  3.009092672795145E-07  4.199808890277971E-01
  6.578080303154751E-01  2.145947599528631E-02  7.358314635898402E-01  1.579055762945530E-02  7.581302930015085E-01  1.593885140208167E+00  0.000000000000000E+00  2.825789604534958E-01  4.836052619281772E-01  2.713996116813223E+00  0.000000000000000E+00  4.828474504555534E-06  3.000000000000000E-06  3.017217177655682E-07  4.215722395794726E-01
  6.611428339311207E-01  2.142149339157573E-02  7.359312084216824E-01  1.576474551782669E-02  7.449242356326629E-01  1.593141466546810E+00  0.000000000000000E+00  2.821015552942472E-01  4.754744390758380E-01  2.715642373946111E+00  0.000000000000000E+00  4.831089982939374E-06  3.000000000000000E-06  3.025245507942362E-07  4.231668443129465E-01
  6.644770660184516E-01  2.138406016101865E-02  7.360413206102510E-01  1.573955188087988E-02  7.318454487143250E-01  1.592392904837961E+00  0.000000000000000E+00  2.816169813392389E-01  4.674113865841173E-01  2.717298607950155E+00  0.000000000000000E+00  4.833540643523563E-06  3.000000000000000E-06  3.033192613647753E-07  4.247641726779852E-01
  6.678127147441264E-01  2.134707205481276E-02  7.361619320827051E-01  1.571490180812254E-02  7.188895828986497E-01  1.591641088534465E+00  0.000000000000000E+00  2.811213261101352E-01  4.594133755634152E-01  2.718962645645685E+00  0.000000000000000E+00  4.835868476496084E-06  3.000000000000000E-06  3.041079454151939E-07  4.263663058471143E-01
  6.711476020446184E-01  2.131047158213535E-02  7.362930308673733E-01  1.569075171037338E-02  7.060739887282476E-01  1.590883979467078E+00  0.000000000000000E+00  2.806077372125051E-01  4.514910784316837E-01  2.720637371135210E+00  0.000000000000000E+00  4.838091734696412E-06  3.000000000000000E-06  3.048917341895962E-07  4.279715703744486E-01
  6.744817335277310E-01  2.127417786561576E-02  7.364346796860892E-01  1.566704236199289E-02  6.934008982766083E-01  1.590122790665850E+00  0.000000000000000E+00  2.800877863806445E-01  4.436462190050248E-01  2.722320990191520E+00  0.000000000000000E+00  4.840161448784278E-06  3.000000000000000E-06  3.056722841400586E-07  4.295801162649336E-01
  6.778167535815430E-01  2.123809192431808E-02  7.365870382211031E-01  1.564370322795222E-02  6.808619609659118E-01  1.589356984420446E+00  0.000000000000000E+00  2.795587448578784E-01  4.358734980433097E-01  2.724014561723664E+00  0.000000000000000E+00  4.842179135916834E-06  3.000000000000000E-06  3.064516730979239E-07  4.311930510975610E-01
  6.811511572977788E-01  2.120214804435134E-02  7.367501424920850E-01  1.562068559276528E-02  6.684610571381627E-01  1.588586092496974E+00  0.000000000000000E+00  2.790174777284695E-01  4.281755232734982E-01  2.725718262207516E+00  0.000000000000000E+00  4.844023136513779E-06  3.000000000000000E-06  3.072312919308655E-07  4.328093963076579E-01
  6.844863018572105E-01  2.116624975373638E-02  7.369241152738537E-01  1.559791987339689E-02  6.562068811078093E-01  1.587810939877847E+00  0.000000000000000E+00  2.784643307363699E-01  4.205577175650203E-01  2.727431540986560E+00  0.000000000000000E+00  4.845840445456464E-06  3.000000000000000E-06  3.080132268531543E-07  4.344303190896425E-01
  6.878216526809403E-01  2.113032290642751E-02  7.371089965279319E-01  1.557535111366410E-02  6.441078467772154E-01  1.587031235252309E+00  0.000000000000000E+00  2.779021184974021E-01  4.130258893142851E-01  2.729154504676513E+00  0.000000000000000E+00  4.847558151130685E-06  3.000000000000000E-06  3.087991102618738E-07  4.360555165463698E-01
  6.911555880202730E-01  2.109430433679359E-02  7.373047918198459E-01  1.555293166757855E-02  6.321679210745613E-01  1.586245201822099E+00  0.000000000000000E+00  2.773280562412682E-01  4.055811947525593E-01  2.730889742649882E+00  0.000000000000000E+00  4.849236608229765E-06  3.000000000000000E-06  3.095903604788907E-07  4.376835671740495E-01
  6.944912083265453E-01  2.105807844685220E-02  7.375118004114892E-01  1.553058134844953E-02  6.203750509770086E-01  1.585455598345655E+00  0.000000000000000E+00  2.767419491754313E-01  3.982178505410352E-01  2.732633260442104E+00  0.000000000000000E+00  4.850843265343954E-06  3.000000000000000E-06  3.103895792945608E-07  4.393172758880984E-01
  6.978258311329788E-01  2.102159355842364E-02  7.377299435872410E-01  1.550825902987039E-02  6.087462721698975E-01  1.584659948940427E+00  0.000000000000000E+00  2.761488410817888E-01  3.909457475137038E-01  2.734388725255537E+00  0.000000000000000E+00  4.852400753165505E-06  3.000000000000000E-06  3.111979938501399E-07  4.409547498494730E-01
  7.011602459133784E-01  2.098476233516757E-02  7.379593566577639E-01  1.548590171240645E-02  5.972829951247766E-01  1.583859018357363E+00  0.000000000000000E+00  2.755435872387276E-01  3.837660473405597E-01  2.736155080701401E+00  0.000000000000000E+00  4.853917911890588E-06  3.000000000000000E-06  3.120176479175395E-07  4.425961416548073E-01
  7.044954917994132E-01  2.094749278445570E-02  7.382002266798828E-01  1.546344392176929E-02  5.859841978828274E-01  1.583053499060277E+00  0.000000000000000E+00  2.749236880227597E-01  3.766783719145729E-01  2.737931345745203E+00  0.000000000000000E+00  4.855406334697740E-06  3.000000000000000E-06  3.128507257892617E-07  4.442428443838247E-01
  7.078297999043347E-01  2.090972269053354E-02  7.384525529527446E-01  1.544083810226592E-02  5.748596997253174E-01  1.582242457194792E+00  0.000000000000000E+00  2.742964871510308E-01  3.696888096231840E-01  2.739718507567142E+00  0.000000000000000E+00  4.856884544624255E-06  3.000000000000000E-06  3.136987812117397E-07  4.458937965156177E-01
  7.111646669542455E-01  2.087135634688042E-02  7.387165501691970E-01  1.541801635783649E-02  5.639113671468743E-01  1.581425345249208E+00  0.000000000000000E+00  2.736609057451210E-01  3.627987774972883E-01  2.741518008559432E+00  0.000000000000000E+00  4.858331355680173E-06  3.000000000000000E-06  3.145641541439166E-07  4.475495365791217E-01
  7.144997361013200E-01  2.083231986886474E-02  7.389922920930135E-01  1.539492380940144E-02  5.531427376219301E-01  1.580602574318819E+00  0.000000000000000E+00  2.730112423792665E-01  3.560107235106644E-01  2.743329014392202E+00  0.000000000000000E+00  4.859779050991078E-06  3.000000000000000E-06  3.154487335496648E-07  4.492099938578986E-01
  7.178348498892262E-01  2.079253473732455E-02  7.392798869815955E-01  1.537150273047412E-02  5.425565815275862E-01  1.579774247071297E+00  0.000000000000000E+00  2.723463440322065E-01  3.493265381296153E-01  2.745151100478513E+00  0.000000000000000E+00  4.861240942534778E-06  3.000000000000000E-06  3.163545517596683E-07  4.508753214533414E-01
  7.211690891317968E-01  2.075193168655069E-02  7.395794021520273E-01  1.534770123012093E-02  5.321637538676689E-01  1.578939954508685E+00  0.000000000000000E+00  2.716796766460364E-01  3.427529822627474E-01  2.746985073860113E+00  0.000000000000000E+00  4.862735574928172E-06  3.000000000000000E-06  3.172834706491708E-07  4.525452418722692E-01
  7.245038482521233E-01  2.071041775509204E-02  7.398910781987852E-01  1.532345332267544E-02  5.219644068284935E-01  1.578099809170795E+00  0.000000000000000E+00  2.709998619533797E-01  3.362905594279386E-01  2.748831056630640E+00  0.000000000000000E+00  4.864291795850990E-06  3.000000000000000E-06  3.182379383118974E-07  4.542205443303197E-01
  7.278385730571451E-01  2.066792165036657E-02  7.402149807242405E-01  1.529870522593786E-02  5.119596581375999E-01  1.577253799647877E+00  0.000000000000000E+00  2.703055863217844E-01  3.299401846220767E-01  2.750688732500584E+00  0.000000000000000E+00  4.865915415105430E-06  3.000000000000000E-06  3.192199544801067E-07  4.559010450045088E-01
  7.311744936799331E-01  2.062434629003787E-02  7.405513825910028E-01  1.527338815992150E-02  5.021493936784593E-01  1.576401739176140E+00  0.000000000000000E+00  2.696018458390159E-01  3.237021528291590E-01  2.752558384532226E+00  0.000000000000000E+00  4.867594495152233E-06  3.000000000000000E-06  3.202321661659489E-07  4.575876301180877E-01
  7.345087467915912E-01  2.057965272336761E-02  7.409001510401805E-01  1.524746781100971E-02  4.925562524714137E-01  1.575543206617226E+00  0.000000000000000E+00  2.688907624404387E-01  3.175903577324274E-01  2.754440870274779E+00  0.000000000000000E+00  4.869393991980027E-06  3.000000000000000E-06  3.212759217757801E-07  4.592785198533332E-01
  7.378435925553534E-01  2.053373652164729E-02  7.412616320891728E-01  1.522087104681990E-02  4.831775878053808E-01  1.574678332942577E+00  0.000000000000000E+00  2.681666297827693E-01  3.116039817076702E-01  2.756335940485404E+00  0.000000000000000E+00  4.871233715226370E-06  3.000000000000000E-06  3.223541483596111E-07  4.609750810250791E-01
  7.411784433190948E-01  2.048652709419751E-02  7.416359030335395E-01  1.519354402140054E-02  4.740165617391492E-01  1.573806608908191E+00  0.000000000000000E+00  2.674291527789299E-01  3.057449680771911E-01  2.758243973714595E+00  0.000000000000000E+00  4.873343608913158E-06  3.000000000000000E-06  3.234690458718980E-07  4.626767319185652E-01
  7.445129704393054E-01  2.043795149450511E-02  7.420231037852715E-01  1.516543220289488E-02  4.650761202752241E-01  1.572927985710982E+00  0.000000000000000E+00  2.666855843974005E-01  3.000153695934449E-01  2.760165489564263E+00  0.000000000000000E+00  4.875519598125086E-06  3.000000000000000E-06  3.246229312422924E-07  4.643844633922285E-01
  7.478480968276686E-01  2.038792327054559E-02  7.424234813017005E-01  1.513647297092072E-02  4.563618171449738E-01  1.572043721979473E+00  0.000000000000000E+00  2.659306423348355E-01  2.944193135850808E-01  2.762098749549157E+00  0.000000000000000E+00  4.877987591652476E-06  3.000000000000000E-06  3.258185116244415E-07  4.660986941301793E-01
  7.511830229394478E-01  2.033637809768051E-02  7.428370827616567E-01  1.510661577992949E-02  4.478832468825303E-01  1.571151811064949E+00  0.000000000000000E+00  2.651628271430402E-01  2.889629844359084E-01  2.764046263120441E+00  0.000000000000000E+00  4.880619088481814E-06  3.000000000000000E-06  3.270580397801264E-07  4.678176911650365E-01
  7.545168945180285E-01  2.028325185258940E-02  7.432639704460765E-01  1.507581030551793E-02  4.396462103265222E-01  1.570252985430192E+00  0.000000000000000E+00  2.643857574203463E-01  2.836499435188873E-01  2.766006858731600E+00  0.000000000000000E+00  4.883547339018336E-06  3.000000000000000E-06  3.283438349573711E-07  4.695428869347468E-01
  7.578533738292212E-01  2.022841356327892E-02  7.437047878774204E-01  1.504396801810554E-02  4.316468168689503E-01  1.569347471955629E+00  0.000000000000000E+00  2.635993078015245E-01  2.784789993364903E-01  2.767981282452107E+00  0.000000000000000E+00  4.886891800168525E-06  3.000000000000000E-06  3.296799267607794E-07  4.712754800966371E-01
  7.611860497779190E-01  2.017189683214887E-02  7.441588313369653E-01  1.501109517252653E-02  4.239044993861268E-01  1.568433963629847E+00  0.000000000000000E+00  2.628016042610178E-01  2.734616139106937E-01  2.769969921401350E+00  0.000000000000000E+00  4.890563298172008E-06  3.000000000000000E-06  3.310664208384125E-07  4.730118646640348E-01
  7.645254465993245E-01  2.011344386247175E-02  7.446277288223810E-01  1.497702802144710E-02  4.164125216579272E-01  1.567514981526192E+00  0.000000000000000E+00  2.619918249647838E-01  2.685954528556124E-01  2.771970701918930E+00  0.000000000000000E+00  4.894999834316720E-06  3.000000000000000E-06  3.325106688937714E-07  4.747587394691054E-01
  7.678603746313483E-01  2.005317685884853E-02  7.451100769493874E-01  1.494182415068763E-02  4.091876230621066E-01  1.566586663572074E+00  0.000000000000000E+00  2.611737191390176E-01  2.638897377108327E-01  2.773987776075542E+00  0.000000000000000E+00  4.899674291774939E-06  3.000000000000000E-06  3.340107657860057E-07  4.765097425844887E-01
  7.711946677351983E-01  1.999096144103467E-02  7.456065621804843E-01  1.490539203414330E-02  4.022325255737866E-01  1.565651277156933E+00  0.000000000000000E+00  2.603457176493661E-01  2.593475459517713E-01  2.776018528198970E+00  0.000000000000000E+00  4.905641699708258E-06  3.000000000000000E-06  3.355712293104150E-07  4.782663985788904E-01
  7.745273961430926E-01  1.992674237328690E-02  7.461172230933237E-01  1.486768568486348E-02  3.955524792299737E-01  1.564707354071044E+00  0.000000000000000E+00  2.595054393455090E-01  2.549721724034567E-01  2.778064766433810E+00  0.000000000000000E+00  4.911981903698424E-06  3.000000000000000E-06  3.371947329115628E-07  4.800281777412382E-01
  7.778604741475509E-01  1.986041256773702E-02  7.466424854401074E-01  1.482862780177511E-02  3.891575644655555E-01  1.563755576729985E+00  0.000000000000000E+00  2.586567198988615E-01  2.507708248051764E-01  2.780125752492351E+00  0.000000000000000E+00  4.920020176819176E-06  3.000000000000000E-06  3.388853870346416E-07  4.817978429795983E-01
  7.811955297574997E-01  1.979187025218640E-02  7.471827650556409E-01  1.478814434091429E-02  3.830515919734654E-01  1.562796571917358E+00  0.000000000000000E+00  2.577981627530320E-01  2.467464017163475E-01  2.782201063153364E+00  0.000000000000000E+00  4.928991747376828E-06  3.000000000000000E-06  3.406473292940634E-07  4.835756349420317E-01
  7.845306896313792E-01  1.972107981036424E-02  7.477379509379668E-01  1.474619980790269E-02  3.772392086389859E-01  1.561829585868613E+00  0.000000000000000E+00  2.569273698110757E-01  2.429022327970257E-01  2.784290880134873E+00  0.000000000000000E+00  4.939625348774714E-06  3.000000000000000E-06  3.424831468117620E-07  4.853604215556693E-01
  7.878655183649130E-01  1.964798157684683E-02  7.483081361339542E-01  1.470274447291331E-02  3.717301574685516E-01  1.560853926405909E+00  0.000000000000000E+00  2.560484676717912E-01  2.392449914049194E-01  2.786396953163093E+00  0.000000000000000E+00  4.952331728969124E-06  2.989696120231132E-06  3.443961817559676E-07  4.871521429144377E-01
  7.911998604542939E-01  1.957251402981248E-02  7.488934066372414E-01  1.465772670868232E-02  3.665351749050105E-01  1.559870007727135E+00  0.000000000000000E+00  2.551603091743693E-01  2.357820156210857E-01  2.788518317782474E+00  0.000000000000000E+00  4.966669399953464E-06  2.971279437424117E-06  3.463899807671225E-07  4.889507265613432E-01
  7.945353341001273E-01  1.949456825415144E-02  7.494941927875303E-01  1.461106569783106E-02  3.616612325546554E-01  1.558877391215583E+00  0.000000000000000E+00  2.542596555601754E-01  2.325181615474037E-01  2.790655422460158E+00  0.000000000000000E+00  4.985524831328773E-06  2.883193974695800E-06  3.484695297431136E-07  4.907572368296253E-01
  7.978706001944306E-01  1.941410463984189E-02  7.501104181186978E-01  1.456272214921507E-02  3.571118182444999E-01  1.557876720344604E+00  0.000000000000000E+00  2.533510926677280E-01  2.294562843300994E-01  2.792807784157551E+00  0.000000000000000E+00  5.005803249182137E-06  2.773130193583794E-06  3.506381708720113E-07  4.925718627609090E-01
  8.012050330151811E-01  1.933107878818618E-02  7.507420184599807E-01  1.451265310898653E-02  3.528985139537215E-01  1.556866833433621E+00  0.000000000000000E+00  2.524340996184655E-01  2.266044606410436E-01  2.794976838212290E+00  0.000000000000000E+00  5.033843464072422E-06  2.668708059997285E-06  3.528995503005333E-07  4.943935682897962E-01
  8.045395476294188E-01  1.924540309791326E-02  7.513892249161611E-01  1.446078851775118E-02  3.490376028554560E-01  1.555847384751202E+00  0.000000000000000E+00  2.515053260464772E-01  2.239735799643220E-01  2.797162567102387E+00  0.000000000000000E+00  5.064130433101525E-06  2.565522586877924E-06  3.552587009932601E-07  4.962224165544840E-01
  8.078747603920108E-01  1.915699314109732E-02  7.520522518382378E-01  1.440705983106262E-02  3.455309145947589E-01  1.554820064432964E+00  0.000000000000000E+00  2.505676223642210E-01  2.215652071478227E-01  2.799363422455104E+00  0.000000000000000E+00  5.104436479337450E-06  2.467561829352657E-06  3.577208266538138E-07  4.980604923594190E-01
  8.112091372492559E-01  1.906582916947873E-02  7.527307847280960E-01  1.435143655342901E-02  3.423823079656015E-01  1.553782071163492E+00  0.000000000000000E+00  2.496226394938934E-01  2.193830547680360E-01  2.801583050121291E+00  0.000000000000000E+00  5.152136374080199E-06  2.371993517540400E-06  3.602895743693565E-07  4.999055945774332E-01
  8.145441836738145E-01  1.897180512194437E-02  7.534251153183996E-01  1.429383446294487E-02  3.396080342221824E-01  1.552736178852237E+00  0.000000000000000E+00  2.486668937334209E-01  2.174375449120546E-01  2.803816928598866E+00  0.000000000000000E+00  5.212862011060705E-06  2.280568778221831E-06  3.629712766189147E-07  5.017597594084801E-01
  8.178789098634663E-01  1.887488545645974E-02  7.541349569781349E-01  1.423421093312819E-02  3.372261919230851E-01  1.551679548129534E+00  0.000000000000000E+00  2.477012117905698E-01  2.157412794073270E-01  2.806069943172655E+00  0.000000000000000E+00  5.291422066250897E-06  2.192907505820001E-06  3.657705658879790E-07  5.036218904918737E-01
  8.212138039215152E-01  1.877499779777898E-02  7.548602118120440E-01  1.417249881605332E-02  3.352446486603582E-01  1.550613273394787E+00  0.000000000000000E+00  2.467298516141704E-01  2.142998022338624E-01  2.808340336341044E+00  0.000000000000000E+00  5.383809747972381E-06  2.108151173334687E-06  3.686934305227758E-07  5.054925287656942E-01
  8.245483927916776E-01  1.867209101773035E-02  7.556005889810186E-01  1.410864297212723E-02  3.336670186816758E-01  1.549538175879059E+00  0.000000000000000E+00  2.457479998610679E-01  2.131162009260567E-01  2.810626001447444E+00  0.000000000000000E+00  5.516300677513112E-06  2.028414436356480E-06  3.717455751702778E-07  5.073720314882788E-01
