# Psi_N                  T                      rho                    pres                   zj                     R                      Er                     B_theta                currdens               B_tor                  V_ExB                  dprof                  zkprof                 eta_T                  r_minor                
# time step #000000
  2.743586733068200E-01  4.765517511177056E-02  7.997264688030233E-01  3.811110496420896E-02  2.834459715403352E+00  1.663986645577396E+00  0.000000000000000E+00  2.629017811702209E-01  1.699018720622716E+00  2.563062753153068E+00  0.000000000000000E+00  1.398883977038759E-06  4.744484232198844E-07  9.117381832849442E-08  2.445697077399053E-01
  2.776877698673860E-01  4.713991159510158E-02  7.983299630337832E-01  3.763320391801047E-02  2.811787529418335E+00  1.663450459442073E+00  0.000000000000000E+00  2.638367100012822E-01  1.686032346316988E+00  2.564158943182538E+00  0.000000000000000E+00  1.416747417722612E-06  4.810738318148065E-07  9.267276063203702E-08  2.462049473493048E-01
  2.810212938839072E-01  4.662943513064726E-02  7.969515549782599E-01  3.716140086484793E-02  2.789170416823251E+00  1.662912776869255E+00  0.000000000000000E+00  2.647539042919589E-01  1.673075328321569E+00  2.565258971732917E+00  0.000000000000000E+00  1.435031796953231E-06  4.874886431972654E-07  9.419872259794583E-08  2.478367199208262E-01
  2.843534222749038E-01  4.612467929521757E-02  7.955935143365904E-01  3.669649572751959E-02  2.766648804684302E+00  1.662373146079015E+00  0.000000000000000E+00  2.656525046894598E-01  1.660171438039174E+00  2.566363467994987E+00  0.000000000000000E+00  1.453857653041992E-06  4.935477555897712E-07  9.574921143375967E-08  2.494625423507059E-01
  2.876880945082285E-01  4.562508587500670E-02  7.942540899364622E-01  3.623791109017364E-02  2.744196037034283E+00  1.661832465140273E+00  0.000000000000000E+00  2.665337304548323E-01  1.647304724056334E+00  2.567471208343476E+00  0.000000000000000E+00  1.472926420429554E-06  4.994645756891003E-07  9.732618565265350E-08  2.510847749358547E-01
  2.910265304346665E-01  4.513052493709195E-02  7.929327008944969E-01  3.578546906165069E-02  2.721804087495591E+00  1.661292420198336E+00  0.000000000000000E+00  2.673981179792183E-01  1.634469818777145E+00  2.568579722709123E+00  0.000000000000000E+00  1.492541308477577E-06  5.049139173998123E-07  9.893037789527345E-08  2.527041456941564E-01
  2.943573512556760E-01  4.464271065252218E-02  7.916336799872077E-01  3.534067334728792E-02  2.699553749863261E+00  1.660750073061198E+00  0.000000000000000E+00  2.682433548085894E-01  1.621714289974708E+00  2.569692908017327E+00  0.000000000000000E+00  1.512202916363204E-06  5.102309027561764E-07  1.005563290853533E-07  2.543149763302587E-01
  2.976918112620565E-01  4.416002429862680E-02  7.903524751025506E-01  3.490198453322530E-02  2.677364276594431E+00  1.660207937136160E+00  0.000000000000000E+00  2.690722337192627E-01  1.608991091481651E+00  2.570807291315727E+00  0.000000000000000E+00  1.532198561534799E-06  5.149608342752272E-07  1.022095061603621E-07  2.559230694432674E-01
  3.010254464299235E-01  4.368315995644166E-02  7.890907056297068E-01  3.446997554203798E-02  2.655268734664190E+00  1.659664604863954E+00  0.000000000000000E+00  2.698845389045580E-01  1.596319573783270E+00  2.571925089962104E+00  0.000000000000000E+00  1.552199514889074E-06  5.194722011177028E-07  1.038877104826544E-07  2.575263236557458E-01
  3.043580590434385E-01  4.321218074917368E-02  7.878483037136081E-01  3.404464332982331E-02  2.633270662294422E+00  1.659119874515248E+00  0.000000000000000E+00  2.706783520410449E-01  1.583701783816292E+00  2.573046440157879E+00  0.000000000000000E+00  1.572217407987587E-06  5.234929982359085E-07  1.055907730543108E-07  2.591244730991883E-01
  3.076902559504536E-01  4.274701069671387E-02  7.866248300995046E-01  3.362586005206680E-02  2.611369523067138E+00  1.658575029360451E+00  0.000000000000000E+00  2.714544399526220E-01  1.571137049213969E+00  2.574169395356511E+00  0.000000000000000E+00  1.592494793748045E-06  5.272014415813637E-07  1.073190008148688E-07  2.607182697461118E-01
  3.110225039701717E-01  4.228758106963738E-02  7.854199000748022E-01  3.321350772432682E-02  2.589564109099806E+00  1.658030087114914E+00  0.000000000000000E+00  2.722140414715956E-01  1.558624184832261E+00  2.575294196770126E+00  0.000000000000000E+00  1.613026995296208E-06  5.306069990575155E-07  1.090726790675537E-07  2.623084284516852E-01
  3.143564738426345E-01  4.183366531615174E-02  7.842327248474193E-01  3.280732936530568E-02  2.567842093948771E+00  1.657483963924981E+00  0.000000000000000E+00  2.729578291563239E-01  1.546156687748303E+00  2.576422526949198E+00  0.000000000000000E+00  1.634151069874883E-06  5.336714493230691E-07  1.108527238425105E-07  2.638953139569672E-01
  3.176944149038504E-01  4.138497317154526E-02  7.830623600864071E-01  3.240701478826234E-02  2.546187730343353E+00  1.656936366483950E+00  0.000000000000000E+00  2.736864539386376E-01  1.533725661280616E+00  2.577554944861112E+00  0.000000000000000E+00  1.655541708842175E-06  5.365971546632248E-07  1.126603843378825E-07  2.654801007451882E-01
  3.210288419016317E-01  4.094251510281353E-02  7.819112524776000E-01  3.201341328734642E-02  2.524650632507900E+00  1.656387729756168E+00  0.000000000000000E+00  2.743985525406613E-01  1.521359630890999E+00  2.578690268479191E+00  0.000000000000000E+00  1.677636750576015E-06  5.391462227589124E-07  1.144915588755959E-07  2.670595213409265E-01
  3.243633892114363E-01  4.050580509758461E-02  7.807779471189625E-01  3.162603937370491E-02  2.503205877668211E+00  1.655838502991984E+00  0.000000000000000E+00  2.750949640043102E-01  1.509044010913862E+00  2.579828014906564E+00  0.000000000000000E+00  1.699895568612853E-06  5.416279552906109E-07  1.163481125723219E-07  2.686355362452816E-01
  3.276969638615214E-01  4.007499089009029E-02  7.796626440519172E-01  3.124497338013740E-02  2.481860795436041E+00  1.655288531412379E+00  0.000000000000000E+00  2.757757372324204E-01  1.496783024191345E+00  2.580968451586862E+00  0.000000000000000E+00  1.722880565825189E-06  5.438658950723680E-07  1.182292941994839E-07  2.702074939337288E-01
  3.310311729605385E-01  3.964987236988369E-02  7.785646457661914E-01  3.086998885866237E-02  2.460604203924337E+00  1.654738156887980E+00  0.000000000000000E+00  2.764413028642094E-01  1.484570100105172E+00  2.582111176278536E+00  0.000000000000000E+00  1.746132886667850E-06  5.460569986868168E-07  1.201358304867804E-07  2.717764584665637E-01
  3.343663721804969E-01  3.923041842823567E-02  7.774836976675421E-01  3.050101080273531E-02  2.439434396483707E+00  1.654187053518240E+00  0.000000000000000E+00  2.770917657721945E-01  1.472404160957807E+00  2.583256693717886E+00  0.000000000000000E+00  1.769979561090552E-06  5.481431657989007E-07  1.220677206413461E-07  2.733427688517321E-01
  3.377003546980579E-01  3.881691762983722E-02  7.764203699369056E-01  3.013824556714467E-02  2.418366109344787E+00  1.653633964895422E+00  0.000000000000000E+00  2.777269919120395E-01  1.460294156189377E+00  2.584406849350485E+00  0.000000000000000E+00  1.794245458690125E-06  5.501968319092713E-07  1.240234124126601E-07  2.749051653888829E-01
  3.410344833126446E-01  3.840921156860002E-02  7.753740836970299E-01  2.978150724624809E-02  2.397388758439236E+00  1.653080087903296E+00  0.000000000000000E+00  2.783472941372388E-01  1.448233741029676E+00  2.585559807485041E+00  0.000000000000000E+00  1.818923567319091E-06  5.522200922902230E-07  1.260033689030886E-07  2.764645651872036E-01
  3.443681093958962E-01  3.800739387176284E-02  7.743449111506198E-01  2.943083204985996E-02  2.376505650733686E+00  1.652526206280306E+00  0.000000000000000E+00  2.789527857037702E-01  1.436224653948646E+00  2.586714306787587E+00  0.000000000000000E+00  1.844316282895381E-06  5.542256815828398E-07  1.280068197690874E-07  2.780208653222976E-01
  3.477009354356631E-01  3.761151406074027E-02  7.733328127756832E-01  2.908621798143713E-02  2.355719527323568E+00  1.651971379574799E+00  0.000000000000000E+00  2.795437515053373E-01  1.424268657286650E+00  2.587871908523481E+00  0.000000000000000E+00  1.869995707531784E-06  5.562237107936800E-07  1.300331313348242E-07  2.795739575215930E-01
  3.510334537547184E-01  3.722151668478374E-02  7.723374801448765E-01  2.874757242318228E-02  2.335026324710102E+00  1.651415097414268E+00  0.000000000000000E+00  2.801210686192415E-01  1.412363192827918E+00  2.589033308920164E+00  0.000000000000000E+00  1.896724358481741E-06  5.583080089579632E-07  1.320821553342430E-07  2.811240547630670E-01
  3.543669740322738E-01  3.683722775196715E-02  7.713583351860148E-01  2.841470269041333E-02  2.314415134900161E+00  1.650857737695747E+00  0.000000000000000E+00  2.806837859506459E-01  1.400501776237593E+00  2.590198064876351E+00  0.000000000000000E+00  1.923682795896907E-06  5.604254964913818E-07  1.341543738745762E-07  2.826718684681548E-01
  3.577013466444676E-01  3.645864553434009E-02  7.703952571894935E-01  2.808756762090037E-02  2.293886282189090E+00  1.650299478154544E+00  0.000000000000000E+00  2.812323839774872E-01  1.388684489222288E+00  2.591365994222174E+00  0.000000000000000E+00  1.951602609236342E-06  5.627378838979383E-07  1.362493533937439E-07  2.842174717911801E-01
  3.610359410391893E-01  3.608582268831233E-02  7.694482647992412E-01  2.776617366750312E-02  2.273442752934549E+00  1.649740519195915E+00  0.000000000000000E+00  2.817669637816390E-01  1.376912987947713E+00  2.592536654858621E+00  0.000000000000000E+00  1.979867866746144E-06  5.652127225401508E-07  1.383663003002558E-07  2.857606946165048E-01
  3.643697115257128E-01  3.571885480826956E-02  7.685174859691842E-01  2.745056451358124E-02  2.253090723052791E+00  1.649180619537339E+00  0.000000000000000E+00  2.822876740006459E-01  1.365190870762619E+00  2.593710452500625E+00  0.000000000000000E+00  2.008888338831330E-06  5.680469830821102E-07  1.405040863039419E-07  2.873011157172018E-01
  3.677049751310986E-01  3.535747093824857E-02  7.676021208254170E-01  2.714046969523749E-02  2.232813350961365E+00  1.648620087952268E+00  0.000000000000000E+00  2.827951735516683E-01  1.353508674001401E+00  2.594887242269689E+00  0.000000000000000E+00  2.038478767059038E-06  5.712965378182908E-07  1.426636908728799E-07  2.888399853810150E-01
  3.710470631943836E-01  3.500109945391391E-02  7.667006141447706E-01  2.683536447855843E-02  2.212577637667306E+00  1.648057865758020E+00  0.000000000000000E+00  2.832897790370574E-01  1.341847189102058E+00  2.596068483548855E+00  0.000000000000000E+00  2.068663392417275E-06  5.749494400714614E-07  1.448480721618363E-07  2.903798537228992E-01
  3.743760625046837E-01  3.465183402043276E-02  7.658181487111048E-01  2.653700340121729E-02  2.192508911127458E+00  1.647495771998220E+00  0.000000000000000E+00  2.837695289850658E-01  1.330278200791203E+00  2.597250560873768E+00  0.000000000000000E+00  2.100242564316117E-06  5.791967043292359E-07  1.470435261755685E-07  2.919113583771881E-01
  3.777081550840612E-01  3.430794030300486E-02  7.649502288308320E-01  2.624386680239605E-02  2.172506845341550E+00  1.646931833502487E+00  0.000000000000000E+00  2.842360255099780E-01  1.318743592849954E+00  2.598437061248964E+00  0.000000000000000E+00  2.132458346071065E-06  5.836922525675792E-07  1.492599449384972E-07  2.934421465203512E-01
  3.810402963431695E-01  3.396973143949567E-02  7.640975384861521E-01  2.595618819047633E-02  2.152585788263865E+00  1.646367214157720E+00  0.000000000000000E+00  2.846895169524411E-01  1.307252442155292E+00  2.599626417729758E+00  0.000000000000000E+00  2.166296089860901E-06  5.890893143487426E-07  1.514945728670333E-07  2.949710525709047E-01
  3.843736173517336E-01  3.363708851650156E-02  7.632596715503822E-01  2.567383314662737E-02  2.132739935580938E+00  1.645801319953675E+00  0.000000000000000E+00  2.851303441235125E-01  1.295801134587808E+00  2.600819679912704E+00  0.000000000000000E+00  2.200499536879687E-06  5.946942203657150E-07  1.537473531255966E-07  2.964986074793993E-01
  3.877098049155263E-01  3.330984818858112E-02  7.624361119343273E-01  2.539663115519475E-02  2.112958562208659E+00  1.645234105667995E+00  0.000000000000000E+00  2.855588394262866E-01  1.284383356472243E+00  2.602016922355123E+00  0.000000000000000E+00  2.236302389751790E-06  6.012503849598285E-07  1.560185598597480E-07  2.980256825140143E-01
  3.910469917381209E-01  3.298819634110488E-02  7.616272232384574E-01  2.512470839175942E-02  2.093254361208380E+00  1.644665589031515E+00  0.000000000000000E+00  2.859741104524513E-01  1.273006168248674E+00  2.603218058910061E+00  0.000000000000000E+00  2.272688321819773E-06  6.081864772814921E-07  1.583060048157873E-07  2.995514691314641E-01
  3.943825121018043E-01  3.267235479807476E-02  7.608334798033174E-01  2.485822140697562E-02  2.073643456071423E+00  1.644096605016283E+00  0.000000000000000E+00  2.863758406683534E-01  1.261678946217112E+00  2.604421499476622E+00  0.000000000000000E+00  2.310307432321515E-06  6.159454535674801E-07  1.606070444062619E-07  3.010748617713190E-01
  3.977178268353602E-01  3.236213930957015E-02  7.600543615314573E-01  2.459698514345047E-02  2.054116812340262E+00  1.643526721709829E+00  0.000000000000000E+00  2.867650424936273E-01  1.250396405365713E+00  2.605628115687819E+00  0.000000000000000E+00  2.348900521909567E-06  6.243784848608717E-07  1.629218790519559E-07  3.025965605420993E-01
  4.010506373358214E-01  3.205771855895813E-02  7.592902366428311E-01  2.434111272269341E-02  2.034687535220647E+00  1.642956041044219E+00  0.000000000000000E+00  2.871416683531502E-01  1.239165975786777E+00  2.606837508056441E+00  0.000000000000000E+00  2.388383216971697E-06  6.334398411432091E-07  1.652480437949814E-07  3.041155572517186E-01
  4.043834343687250E-01  3.175882288227078E-02  7.585403734302584E-01  2.409034937992493E-02  2.015339250687040E+00  1.642384447065186E+00  0.000000000000000E+00  2.875060755913683E-01  1.227978242159266E+00  2.608050085506985E+00  0.000000000000000E+00  2.429279923546940E-06  6.435308044567912E-07  1.675863525135602E-07  3.056330988105213E-01
  4.077160555635486E-01  3.146543274424973E-02  7.578046689784323E-01  2.384465185538819E-02  1.996072133869970E+00  1.641811947855342E+00  0.000000000000000E+00  2.878582784097579E-01  1.216833221134080E+00  2.609265831769096E+00  0.000000000000000E+00  2.470737731210545E-06  6.540313384048146E-07  1.699357219691921E-07  3.071491783536899E-01
  4.110485897231007E-01  3.117750819035897E-02  7.570829695702372E-01  2.360396049472060E-02  1.976884804159311E+00  1.641238384176733E+00  0.000000000000000E+00  2.881983105028984E-01  1.205730116059336E+00  2.610485030051392E+00  0.000000000000000E+00  2.514074419817951E-06  6.659512247335938E-07  1.722951852800965E-07  3.086639051699306E-01
  4.143804580681744E-01  3.089506786956450E-02  7.563752687112493E-01  2.336826527082198E-02  1.957780396687230E+00  1.640663632978547E+00  0.000000000000000E+00  2.885261089099763E-01  1.194670566060853E+00  2.611707789224017E+00  0.000000000000000E+00  2.557858419050466E-06  6.781870974182459E-07  1.746632406734805E-07  3.101770489428600E-01
  4.177147979013238E-01  3.061782265460939E-02  7.556807892421381E-01  2.313730039760006E-02  1.938739309392124E+00  1.640087289199281E+00  0.000000000000000E+00  2.888419245992755E-01  1.183643348367267E+00  2.612935069121783E+00  0.000000000000000E+00  2.603855637048762E-06  6.918773410498520E-07  1.770409736580866E-07  3.116901129802457E-01
  4.210503282735332E-01  3.034586232294956E-02  7.549997036758541E-01  2.291111707109931E-02  1.919768764081145E+00  1.639509339086825E+00  0.000000000000000E+00  2.891458384017692E-01  1.172652502277399E+00  2.614166792725084E+00  0.000000000000000E+00  2.650669278568399E-06  7.061228448517469E-07  1.794262661882128E-07  3.132025111955977E-01
  4.243867899734195E-01  3.007918965358003E-02  7.543319665610303E-01  2.268969429253163E-02  1.900870431949635E+00  1.638929558217964E+00  0.000000000000000E+00  2.894377683508773E-01  1.161698726947600E+00  2.615403193175164E+00  0.000000000000000E+00  2.699237039379743E-06  7.215701064452701E-07  1.818176524771110E-07  3.147142930735616E-01
  4.277241296188778E-01  2.981778857428959E-02  7.536774895396886E-01  2.247299604450102E-02  1.882042382062824E+00  1.638348651619169E+00  0.000000000000000E+00  2.897179599807761E-01  1.150780846452051E+00  2.616643248684946E+00  0.000000000000000E+00  2.749274469680083E-06  7.380018878237365E-07  1.842137729091641E-07  3.162254914908548E-01
  4.310608474454054E-01  2.956173045258905E-02  7.530364342616428E-01  2.226106009839647E-02  1.863290330584934E+00  1.637766549998993E+00  0.000000000000000E+00  2.899862013376011E-01  1.139902230234090E+00  2.617886995944836E+00  0.000000000000000E+00  2.800665485404986E-06  7.553478154449402E-07  1.866123856023935E-07  3.177355195952670E-01
  4.343941237094037E-01  2.931116972445726E-02  7.524091816648907E-01  2.205399323342366E-02  1.844629613776076E+00  1.637184454044609E+00  0.000000000000000E+00  2.902425370610545E-01  1.129071357930684E+00  2.619132283055561E+00  0.000000000000000E+00  2.854110324195274E-06  7.741957216381882E-07  1.890103204755863E-07  3.192433869486445E-01
  4.377282797598982E-01  2.906572577072748E-02  7.517947730657605E-01  2.185146071730656E-02  1.826035549166354E+00  1.636601308213887E+00  0.000000000000000E+00  2.904874793532178E-01  1.118273951018414E+00  2.620381222175079E+00  0.000000000000000E+00  2.908395941624075E-06  7.936449652660725E-07  1.914094988876425E-07  3.207509553261030E-01
  4.410602199473787E-01  2.882557587314537E-02  7.511936464710885E-01  2.165358945828652E-02  1.807525430220008E+00  1.636017097325949E+00  0.000000000000000E+00  2.907207918318172E-01  1.107520009389363E+00  2.621633425321847E+00  0.000000000000000E+00  2.965460883461491E-06  8.151520318574350E-07  1.938064627295664E-07  3.222566318181057E-01
  4.443919810379822E-01  2.859052251803743E-02  7.506053017199148E-01  2.146019778782019E-02  1.789085611834189E+00  1.635431919133607E+00  0.000000000000000E+00  2.909426930146806E-01  1.096801954755217E+00  2.622889012202633E+00  0.000000000000000E+00  3.023170587908575E-06  8.371371542693834E-07  1.962014013207684E-07  3.237615165243523E-01
  4.477245763219940E-01  2.836045273210870E-02  7.500294503320866E-01  2.127117478152758E-02  1.770710403310042E+00  1.634845182348043E+00  0.000000000000000E+00  2.911530634285265E-01  1.086116449461502E+00  2.624148919169225E+00  0.000000000000000E+00  3.083879365332325E-06  8.613434601148036E-07  1.985937172695138E-07  3.252661675089180E-01
  4.510573520121001E-01  2.813537308328967E-02  7.494661030543984E-01  2.108650842834249E-02  1.752408473339394E+00  1.634255476214743E+00  0.000000000000000E+00  2.913519330525355E-01  1.075467342075569E+00  2.625415366146542E+00  0.000000000000000E+00  3.145934266209122E-06  8.864679767597146E-07  2.009815659539562E-07  3.267701957280121E-01
  4.543936116554524E-01  2.791503016988483E-02  7.489146199906168E-01  2.090597421777458E-02  1.734154866060548E+00  1.633665041362705E+00  0.000000000000000E+00  2.915396749469673E-01  1.064841039846277E+00  2.626685203462105E+00  0.000000000000000E+00  3.210946845792582E-06  9.135939918332648E-07  2.033658804117569E-07  3.282757177814734E-01
  4.577322022215799E-01  2.769947653660889E-02  7.483751269759321E-01  2.072959927547446E-02  1.715958948041642E+00  1.633072903492493E+00  0.000000000000000E+00  2.917160439109607E-01  1.054242353361484E+00  2.627959906169968E+00  0.000000000000000E+00  3.278421269390290E-06  9.423626097452861E-07  2.057443417824302E-07  3.297820845949320E-01
  4.610692878833910E-01  2.748891814845822E-02  7.478481475748081E-01  2.055753652115634E-02  1.697840525597015E+00  1.632479689076887E+00  0.000000000000000E+00  2.918806785158878E-01  1.043683469562901E+00  2.629238005554162E+00  0.000000000000000E+00  3.348105179818341E-06  9.726233025265886E-07  2.081127897524002E-07  3.312870240978208E-01
  4.644032073574277E-01  2.728338884174074E-02  7.473338021985938E-01  2.038979872497368E-02  1.679810580199793E+00  1.631885533925671E+00  0.000000000000000E+00  2.920340387926080E-01  1.033170234612776E+00  2.630519179517091E+00  0.000000000000000E+00  3.421211630982552E-06  1.005093871970599E-06  2.104688239296448E-07  3.327900231297748E-01
  4.677360695807511E-01  2.708268961450464E-02  7.468316301448024E-01  2.022620923837875E-02  1.661856640422418E+00  1.631289442286654E+00  0.000000000000000E+00  2.921765162955409E-01  1.022695498206809E+00  2.631805142006056E+00  0.000000000000000E+00  3.495645553970108E-06  1.038420827772720E-06  2.128127062399064E-07  3.342924964235415E-01
  4.710689579210320E-01  2.688669569015548E-02  7.463413565019864E-01  2.006665293759554E-02  1.643972141949247E+00  1.630693032350633E+00  0.000000000000000E+00  2.923083375688678E-01  1.012254689744689E+00  2.633093747531228E+00  0.000000000000000E+00  3.568346099010999E-06  1.074532101058722E-06  2.151439288969970E-07  3.357954033197849E-01
  4.744026319090918E-01  2.669530925019309E-02  7.458627739600223E-01  1.991103741316869E-02  1.626150645611645E+00  1.630095111294859E+00  0.000000000000000E+00  2.924292286508746E-01  1.001844791728072E+00  2.634386705787424E+00  0.000000000000000E+00  3.640251625064109E-06  1.111268503910010E-06  2.174617148549141E-07  3.372982220029346E-01
  4.777363664704639E-01  2.650852109765761E-02  7.453958969603151E-01  1.975934286464594E-02  1.608396080270670E+00  1.629494981931683E+00  0.000000000000000E+00  2.925390235529977E-01  9.914679925601488E-01  2.635684989137219E+00  0.000000000000000E+00  3.707331920663186E-06  1.150751033565195E-06  2.197642240385457E-07  3.388006511251701E-01
  4.810708877057875E-01  2.632624177564979E-02  7.449405394437607E-01  1.961148475363863E-02  1.590704754459835E+00  1.628892704050420E+00  0.000000000000000E+00  2.926377551771842E-01  9.811216551057261E-01  2.636988696826766E+00  0.000000000000000E+00  3.772777093573532E-06  1.191310198142311E-06  2.220505967108827E-07  3.403037429644892E-01
  4.844063841870171E-01  2.614841599454639E-02  7.444966010740046E-01  1.946740683502551E-02  1.573073714784303E+00  1.628290008156048E+00  0.000000000000000E+00  2.927256310143659E-01  9.708037670169396E-01  2.638295194807386E+00  0.000000000000000E+00  3.834750618194780E-06  1.234137972961301E-06  2.243195703368266E-07  3.418079293978566E-01
  4.877420779676098E-01  2.597503933430545E-02  7.440641095176198E-01  1.932709451519697E-02  1.555506530477093E+00  1.627684717477306E+00  0.000000000000000E+00  2.928019650411630E-01  9.605172457303788E-01  2.639607671725645E+00  0.000000000000000E+00  3.894015973935278E-06  1.278794559506821E-06  2.265692263705501E-07  3.433115481375907E-01
  4.910764637306179E-01  2.580612607403748E-02  7.436431546682714E-01  1.919054900654156E-02  1.538015587793492E+00  1.627077551588919E+00  0.000000000000000E+00  2.928671806343978E-01  9.502683161057096E-01  2.640924903741453E+00  0.000000000000000E+00  3.950778334240886E-06  1.325103620445399E-06  2.287973660721320E-07  3.448146046864574E-01
  4.944113794997986E-01  2.564151452766443E-02  7.432334022119342E-01  1.905763008331114E-02  1.520588611169523E+00  1.626470457283017E+00  0.000000000000000E+00  2.929220460230350E-01  9.400499679481853E-01  2.642244307868280E+00  0.000000000000000E+00  4.004000970187702E-06  1.374028351111985E-06  2.310041235818541E-07  3.463192371144589E-01
  4.977450781119488E-01  2.548122507846676E-02  7.428349720322351E-01  1.892834512124852E-02  1.503235374783427E+00  1.625861471833020E+00  0.000000000000000E+00  2.929663308295480E-01  9.298682370784191E-01  2.643568491289599E+00  0.000000000000000E+00  4.055845539770992E-06  1.423933819335875E-06  2.331872422410955E-07  3.478228669984868E-01
  5.010787328381688E-01  2.532513658341504E-02  7.424476320870140E-01  1.880258769168520E-02  1.485950153599031E+00  1.625249640378277E+00  0.000000000000000E+00  2.929997938386473E-01  9.197196633043034E-01  2.644898986423779E+00  0.000000000000000E+00  4.103266314010753E-06  1.477599815871350E-06  2.353463938722393E-07  3.493267445789658E-01
  5.044124625040444E-01  2.517318319658349E-02  7.420712885769060E-01  1.868029649478884E-02  1.468731847013755E+00  1.624637367707941E+00  0.000000000000000E+00  2.930226587723818E-01  9.096029111803344E-01  2.646232443831867E+00  0.000000000000000E+00  4.149791206489383E-06  1.532162777258715E-06  2.374805454453625E-07  3.508319061908372E-01
  5.077473991159893E-01  2.502525753414611E-02  7.417057459252477E-01  1.856137730875276E-02  1.451573333172725E+00  1.624022204182532E+00  0.000000000000000E+00  2.930344867991334E-01  8.995147930807105E-01  2.647572413003501E+00  0.000000000000000E+00  4.192572884992950E-06  1.590885452767378E-06  2.395892946975974E-07  3.523371414619785E-01
  5.110829010500172E-01  2.488133513637508E-02  7.413510147195475E-01  1.844580305312390E-02  1.434481102588714E+00  1.623405167834585E+00  0.000000000000000E+00  2.930356301722737E-01  8.894575125616623E-01  2.648917468526280E+00  0.000000000000000E+00  4.233986531303114E-06  1.651264092251745E-06  2.416711010596782E-07  3.538438215236587E-01
  5.144186361924500E-01  2.474137297391009E-02  7.410070809843622E-01  1.833353256892510E-02  1.417451844529503E+00  1.622787272736603E+00  0.000000000000000E+00  2.930253964148537E-01  8.794306360164317E-01  2.650266052241202E+00  0.000000000000000E+00  4.272542069991068E-06  1.715071145967913E-06  2.437247017760628E-07  3.553512097000234E-01
  5.177511161181986E-01  2.460544113763360E-02  7.406742232017034E-01  1.822461600304980E-02  1.400507535218581E+00  1.622166680376998E+00  0.000000000000000E+00  2.930045997142600E-01  8.694459763609069E-01  2.651620411291606E+00  0.000000000000000E+00  4.308964481511401E-06  1.781416340249800E-06  2.457471605478998E-07  3.568570805039656E-01
  5.210858333145637E-01  2.447324264169252E-02  7.403518088294531E-01  1.811880945950230E-02  1.383616720224196E+00  1.621545412374190E+00  0.000000000000000E+00  2.929735965553196E-01  8.594854150813948E-01  2.652978387279157E+00  0.000000000000000E+00  4.343517709527738E-06  1.850155977390872E-06  2.477410465665843E-07  3.583658296359284E-01
  5.244206992467149E-01  2.434479541075862E-02  7.400399785926904E-01  1.801612187633759E-02  1.366792295600539E+00  1.620920825980643E+00  0.000000000000000E+00  2.929321862116469E-01  8.495563900865918E-01  2.654343532559282E+00  0.000000000000000E+00  4.375409709523324E-06  1.922396590883785E-06  2.497043155807006E-07  3.598742171062008E-01
  5.277559412403282E-01  2.422002468654705E-02  7.397386474212948E-01  1.791648830378528E-02  1.350032128557717E+00  1.620295181880229E+00  0.000000000000000E+00  2.928804686827792E-01  8.396572915775271E-01  2.655712555198522E+00  0.000000000000000E+00  4.406299609120840E-06  1.995966470526239E-06  2.516363457444878E-07  3.613848751612626E-01
  5.310909768474836E-01  2.409888774230350E-02  7.394478088966263E-01  1.781986973942307E-02  1.333338225480868E+00  1.619666738446968E+00  0.000000000000000E+00  2.928183990093698E-01  8.297901478187637E-01  2.657087926746822E+00  0.000000000000000E+00  4.434117226900611E-06  2.074085836849371E-06  2.535360640254207E-07  3.628951085474102E-01
  5.344245354411356E-01  2.398136527340105E-02  7.391675126498183E-01  1.772624612047476E-02  1.316719980119441E+00  1.619037545288309E+00  0.000000000000000E+00  2.927456259302180E-01  8.199586660552108E-01  2.658466532566533E+00  0.000000000000000E+00  4.461303779114650E-06  2.153165414532553E-06  2.554020540142439E-07  3.644068779088271E-01
  5.377592317394246E-01  2.386729870678181E-02  7.388974834357186E-01  1.763548695217792E-02  1.300164041010010E+00  1.618405130322975E+00  0.000000000000000E+00  2.926593633139569E-01  8.101572578542530E-01  2.659852335181859E+00  0.000000000000000E+00  4.485919395623187E-06  2.236627305051565E-06  2.572351656610367E-07  3.659189019561729E-01
  5.410931521008401E-01  2.375667911881306E-02  7.386378160631105E-01  1.754758158241563E-02  1.283685794920977E+00  1.617771499058093E+00  0.000000000000000E+00  2.925635314680155E-01  8.003927717223972E-01  2.661242220327940E+00  0.000000000000000E+00  4.509658406584031E-06  2.321705859474782E-06  2.590339237665844E-07  3.674329319046092E-01
  5.444280659981656E-01  2.364937394698627E-02  7.383883173840295E-01  1.746242143696328E-02  1.267273628051043E+00  1.617134657548700E+00  0.000000000000000E+00  2.924579358789963E-01  7.906598802750854E-01  2.662639320933682E+00  0.000000000000000E+00  4.531618814597920E-06  2.410164450601342E-06  2.607989082160433E-07  3.689472138324189E-01
  5.477637718262542E-01  2.354532029864628E-02  7.381489616377761E-01  1.737995373083514E-02  1.250928682451118E+00  1.616496873828694E+00  0.000000000000000E+00  2.923429615977702E-01  7.809584939274352E-01  2.664040321390839E+00  0.000000000000000E+00  4.552320401000402E-06  2.501301463909615E-06  2.625296366617780E-07  3.704645592400297E-01
