1.728777176696144E-02 4.849153776798359E-07
3.262548022963604E-02 4.940205352201276E-07
4.229143554149194E-02 5.035827328017876E-07
4.999773593987201E-02 5.136322799172180E-07
5.659407123221240E-02 5.244014279302278E-07
6.245859618152809E-02 5.354795530645599E-07
6.779385906103977E-02 5.470398146910219E-07
7.272163243716731E-02 5.586366173896683E-07
7.732328343300549E-02 5.700847012943634E-07
8.165791870573162E-02 5.816285477381980E-07
8.577027160031932E-02 5.934016444810500E-07
8.969136875343046E-02 6.052511700117192E-07
9.343983589572026E-02 6.171543183433084E-07
9.704488892967961E-02 6.290579037533182E-07
1.005190476970437E-01 6.409543726581749E-07
1.038785825656695E-01 6.526961494937546E-07
1.071322051809630E-01 6.643773445895282E-07
1.102916384554757E-01 6.757297714170371E-07
1.133668516553872E-01 6.869310007953140E-07
1.163609781814024E-01 6.977532225135545E-07
1.192865536783371E-01 7.082384431500626E-07
1.221379615341438E-01 7.183493070360155E-07
1.249310646136290E-01 7.279547074950930E-07
1.276605074832844E-01 7.373186457399099E-07
1.303371381880685E-01 7.463780117569917E-07
1.329618774038662E-01 7.553662674920865E-07
1.355441735436645E-01 7.640723815636756E-07
1.380814372496701E-01 7.726663737308447E-07
1.405790558398766E-01 7.810048174530634E-07
1.430335747580513E-01 7.891899454915585E-07
1.454506117996489E-01 7.972335017144189E-07
1.478299581707945E-01 8.051156893455019E-07
1.501752715660584E-01 8.129337456835737E-07
1.524894590827962E-01 8.207715388745974E-07
1.547724886721607E-01 8.286345034504824E-07
1.570278406023013E-01 8.367254598805556E-07
1.592552478226392E-01 8.449017326525284E-07
1.614580510456943E-01 8.532869989441487E-07
1.636374757170273E-01 8.618439144525277E-07
1.657934646569328E-01 8.705680473725777E-07
1.679213381459735E-01 8.795136963144648E-07
1.700284270549128E-01 8.885692084551329E-07
1.721135741177919E-01 8.979312103594594E-07
1.741770128512697E-01 9.073589881354078E-07
1.762218633950765E-01 9.171026209026206E-07
1.782489714874109E-01 9.269563493132051E-07
1.802538517722481E-01 9.370243930417529E-07
1.822500514307880E-01 9.472984934965186E-07
1.842226336644151E-01 9.576965069387694E-07
1.861865601953219E-01 9.683912303973589E-07
1.881329848906844E-01 9.791872368550770E-07
1.900632326793859E-01 9.903043189653519E-07
1.919789929839169E-01 1.001496262197242E-06
1.938782827715335E-01 1.012994889408291E-06
1.957638882377728E-01 1.024592965658630E-06
1.976358016426753E-01 1.036406351183476E-06
1.994953264810133E-01 1.048439326406861E-06
2.013429858024079E-01 1.060683804066088E-06
2.031794955384250E-01 1.073524084896803E-06
2.050054478452485E-01 1.086624416995347E-06
2.068210272077555E-01 1.098319580446488E-06
2.086274269944760E-01 1.109770135014184E-06
2.104229840149351E-01 1.120336175894582E-06
2.122108720400143E-01 1.131056591164073E-06
2.139842300304346E-01 1.142078962896922E-06
2.157514867123759E-01 1.153384434036340E-06
2.175053628903680E-01 1.164919845763122E-06
2.192529503552445E-01 1.176916751281948E-06
2.209911705881279E-01 1.189090607984025E-06
2.227209072077596E-01 1.201835136755262E-06
2.244416410428523E-01 1.214704539985321E-06
2.261571604500262E-01 1.228177263667110E-06
