1.728777176696144E-02 1.008104578860208E-01
3.262548022963604E-02 1.001844549470404E-01
4.229143554149194E-02 9.955374787836280E-02
4.999773593987201E-02 9.891651391734606E-02
5.659407123221240E-02 9.827432515149442E-02
6.245859618152809E-02 9.762717635675361E-02
6.779385906103977E-02 9.697518492373118E-02
7.272163243716731E-02 9.631867701945458E-02
7.732328343300549E-02 9.565793693442960E-02
8.165791870573162E-02 9.499317339485851E-02
8.577027160031932E-02 9.432429907930703E-02
8.969136875343046E-02 9.365171991450666E-02
9.343983589572026E-02 9.297688808535386E-02
9.704488892967961E-02 9.229825314732952E-02
1.005190476970437E-01 9.161683287799309E-02
1.038785825656695E-01 9.093244795978089E-02
1.071322051809630E-01 9.024600727778875E-02
1.102916384554757E-01 8.955728044967123E-02
1.133668516553872E-01 8.886597168644010E-02
1.163609781814024E-01 8.817318710717334E-02
1.192865536783371E-01 8.747757402830240E-02
1.221379615341438E-01 8.678203850354002E-02
1.249310646136290E-01 8.608423367655578E-02
1.276605074832844E-01 8.538697180546725E-02
1.303371381880685E-01 8.468852168140982E-02
1.329618774038662E-01 8.398977647385797E-02
1.355441735436645E-01 8.328926746058628E-02
1.380814372496701E-01 8.258836865722778E-02
1.405790558398766E-01 8.188665767803482E-02
1.430335747580513E-01 8.118574408518799E-02
1.454506117996489E-01 8.048497267411721E-02
1.478299581707945E-01 7.978536173643630E-02
1.501752715660584E-01 7.908629715873339E-02
1.524894590827962E-01 7.838787474154500E-02
1.547724886721607E-01 7.769052855242338E-02
1.570278406023013E-01 7.699386244363665E-02
1.592552478226392E-01 7.629849124499045E-02
1.614580510456943E-01 7.560382991184580E-02
1.636374757170273E-01 7.490999994592540E-02
1.657934646569328E-01 7.421745263879206E-02
1.679213381459735E-01 7.352839926392431E-02
1.700284270549128E-01 7.284068856296211E-02
1.721135741177919E-01 7.215549592243763E-02
1.741770128512697E-01 7.147275155856872E-02
1.762218633950765E-01 7.079226723955953E-02
1.782489714874109E-01 7.011371949325373E-02
1.802538517722481E-01 6.943932415499457E-02
1.822500514307880E-01 6.876458731009534E-02
1.842226336644151E-01 6.809501928569198E-02
1.861865601953219E-01 6.742584434439865E-02
1.881329848906844E-01 6.676024259701485E-02
1.900632326793859E-01 6.609830116571155E-02
1.919789929839169E-01 6.543953820516141E-02
1.938782827715335E-01 6.478518096422005E-02
1.957638882377728E-01 6.413422291639982E-02
1.976358016426753E-01 6.348730874812043E-02
1.994953264810133E-01 6.284381210820969E-02
2.013429858024079E-01 6.220412985946660E-02
2.031794955384250E-01 6.156811055626811E-02
2.050054478452485E-01 6.093565287951951E-02
2.068210272077555E-01 6.030715659972811E-02
2.086274269944760E-01 5.968223626473789E-02
2.104229840149351E-01 5.906159189188145E-02
2.122108720400143E-01 5.844467951767765E-02
2.139842300304346E-01 5.783368343910762E-02
2.157514867123759E-01 5.722612169581549E-02
2.175053628903680E-01 5.662459768726170E-02
2.192529503552445E-01 5.602669306915972E-02
2.209911705881279E-01 5.543386582461655E-02
2.227209072077596E-01 5.484586508843382E-02
2.244416410428523E-01 5.426280468026085E-02
2.261571604500262E-01 5.368390546480873E-02
2.278618708220816E-01 5.311100617525141E-02
2.295646656978128E-01 5.254122010392708E-02
2.312553113996564E-01 5.197813728618141E-02
2.329413333695479E-01 5.141945345585851E-02
